"","user","date.new","date.is_weekend","nonsocial_usage","social_usage","steps_total","valence"
"3397",84058,"2020-04-23","0",1911,1381,6522,-1
"3398",84058,"2020-04-24","0",NA,NA,37,-0.666666666666667
"3399",84058,"2020-04-25","1",NA,NA,NA,-0.333333333333333
"3400",84058,"2020-04-26","1",NA,NA,NA,0
"3401",84091,"2020-02-01","1",863,3680,1088,0
"3402",84091,"2020-02-02","1",1976,7204,3909,-1
"3403",84091,"2020-02-03","0",1963,2329,2578,1
"3404",84091,"2020-02-04","0",1816,6374,10503,-1
"3405",84091,"2020-02-05","0",32,2809,3207,-0.1
"3406",84091,"2020-02-06","0",3601,9015,12313,0.8
"3407",84091,"2020-02-07","0",6008,11260,4736,1
"3408",84091,"2020-02-08","1",3837,3687,5725,1
"3409",84091,"2020-02-09","1",774,3458,5644,1
"3410",84091,"2020-02-10","0",10966,3279,NA,-1
"3411",84091,"2020-02-11","0",1329,311,2226,-1
"3412",84091,"2020-02-12","0",2717,5280,5211,-1
"3413",84091,"2020-02-13","0",1071,3912,2685,-1
"3414",84091,"2020-02-14","0",1202,339,2259,-1
"3415",84091,"2020-02-15","1",3242,9165,4031,-1
"3416",84091,"2020-02-16","1",4630,14603,4071,-1
"3417",84091,"2020-02-17","0",1323,865,1265,-1
"3418",84091,"2020-02-18","0",1297,2733,7136,-0.875
"3419",84091,"2020-02-19","0",56,97,39,-0.75
"3420",84091,"2020-02-20","0",8261,11036,3966,-0.625
"3421",84091,"2020-02-21","0",NA,NA,NA,-0.5
"3422",84091,"2020-02-22","1",312,640,1114,-1
"3423",84091,"2020-02-23","1",3766,7273,9609,-0.5
"3424",84091,"2020-02-24","0",4883,2889,5480,0
"3425",84091,"2020-02-25","0",126,185,2891,-0.5
"3426",84091,"2020-02-26","0",3435,2919,9845,-1
"3427",84091,"2020-02-27","0",2467,2148,9764,-1
"3428",84091,"2020-02-28","0",NA,NA,NA,-1
"3429",84091,"2020-02-29","1",1064,14295,1968,-0.666666666666667
"3430",84091,"2020-03-01","1",5,480,2197,-0.333333333333333
"3431",84091,"2020-03-02","0",3109,5433,5514,0
"3432",84091,"2020-03-03","0",6023,1224,4680,NA
"3433",84091,"2020-03-04","0",NA,NA,2984,NA
"3434",84091,"2020-03-05","0",726,177,620,NA
"3435",84091,"2020-03-06","0",1963,1790,2572,NA
"3436",84091,"2020-03-07","1",3799,1701,18081,NA
"3437",84091,"2020-03-08","1",3,183,NA,1
"3438",84091,"2020-03-09","0",1867,12317,1721,0
"3439",84091,"2020-03-10","0",750,1249,473,-1
"3440",84091,"2020-03-11","0",23545,4706,6784,-1
"3441",84091,"2020-03-12","0",6676,215,3536,-1
"3442",84091,"2020-03-13","0",603,5735,6774,NA
"3443",84091,"2020-03-14","1",1000,17232,1019,NA
"3444",84091,"2020-03-15","1",NA,NA,23,NA
"3445",84091,"2020-03-16","0",NA,NA,322,NA
"3446",84091,"2020-03-17","0",11972,12927,1535,NA
"3447",84091,"2020-03-18","0",NA,NA,78,0
"3448",84091,"2020-03-19","0",NA,NA,1992,-0.5
"3449",84091,"2020-03-20","0",2238,1008,12,-1
"3450",84091,"2020-03-21","1",NA,NA,73,NA
"3451",84091,"2020-03-22","1",NA,NA,NA,NA
"3452",84091,"2020-03-23","0",NA,NA,NA,NA
"3453",84091,"2020-03-24","0",981,5290,984,NA
"3454",84091,"2020-03-25","0",4084,11338,504,NA
"3455",84091,"2020-03-26","0",3876,7540,4952,-0.666666666666667
"3456",84091,"2020-03-27","0",14342,12851,986,NA
"3457",84091,"2020-03-28","1",NA,NA,96,NA
"3458",84091,"2020-03-29","1",1694,2892,0,NA
"3459",84091,"2020-03-30","0",1107,3661,3804,NA
"3460",84091,"2020-03-31","0",21325,4291,2813,NA
"3461",84091,"2020-04-01","0",245,2973,6101,NA
"3462",84091,"2020-04-02","0",NA,NA,NA,-1
"3463",84091,"2020-04-03","0",5030,2504,1753,-0.5
"3464",84091,"2020-04-04","1",929,1896,1468,0
"3465",84091,"2020-04-05","1",18267,3683,3179,0.5
"3466",84091,"2020-04-06","0",2962,5965,2085,1
"3467",84091,"2020-04-07","0",307,203,0,0.6
"3468",84091,"2020-04-08","0",4720,7617,1827,0.2
"3469",84091,"2020-04-09","0",NA,NA,419,-0.2
"3470",84091,"2020-04-10","0",2614,6162,3807,-0.6
"3471",84091,"2020-04-11","1",NA,NA,33,-1
"3472",84091,"2020-04-13","0",NA,NA,NA,-1
"3473",84091,"2020-04-14","0",4174,15672,3671,-0.5
"3474",84091,"2020-04-15","0",NA,NA,NA,0
"3475",84091,"2020-04-16","0",223,6132,2318,NA
"3476",84091,"2020-04-17","0",3603,2612,285,NA
"3477",84091,"2020-04-18","1",NA,NA,49,NA
"3478",84091,"2020-04-19","1",NA,NA,448,NA
"3479",84091,"2020-04-20","0",1445,1359,12,NA
"3480",84091,"2020-04-21","0",7511,24379,1705,NA
"3481",84091,"2020-04-22","0",1969,670,1026,-1
"3482",84091,"2020-04-23","0",200,4461,3959,0
"3483",84091,"2020-04-24","0",216,2370,333,-1
"3484",84091,"2020-04-25","1",137,1909,348,NA
"3485",84091,"2020-04-26","1",2124,6330,4215,NA
"3486",84110,"2020-02-01",NA,NA,NA,NA,NA
"3487",84110,"2020-02-02",NA,NA,NA,NA,NA
"3488",84110,"2020-02-03",NA,NA,NA,NA,NA
"3489",84110,"2020-02-04",NA,NA,NA,NA,NA
"3490",84110,"2020-02-05",NA,NA,NA,NA,NA
"3491",84110,"2020-02-06","0",3895,2079,3416,-1
"3492",84110,"2020-02-07","0",10966,3279,NA,-1
"3493",84110,"2020-02-08","1",1821,916,3103,-1
"3494",84110,"2020-02-09","1",528,12464,3017,-1
"3495",84110,"2020-02-10","0",1826,1717,6000,-1
"3496",84110,"2020-02-11","0",NA,NA,NA,-1
"3497",84110,"2020-02-12","0",3494,1279,4275,-1
"3498",84110,"2020-02-13","0",NA,NA,NA,-1
"3499",84110,"2020-02-14","0",2877,1513,1874,-1
"3500",84110,"2020-02-15","1",4319,3281,1170,-1
"3501",84110,"2020-02-16","1",1193,824,2672,-1
"3502",84110,"2020-02-17","0",8394,890,0,-1
"3503",84110,"2020-02-18","0",NA,NA,NA,NA
"3504",84110,"2020-02-19","0",1446,470,9339,NA
"3505",84110,"2020-02-20","0",1250,6323,9930,NA
"3506",84110,"2020-02-21","0",1932,1726,5299,NA
"3507",84110,"2020-02-22","1",4216,1654,5002,NA
"3508",84110,"2020-02-23","1",2708,906,5333,-1
"3509",84110,"2020-02-24","0",11869,19957,2339,0
"3510",84110,"2020-02-25","0",5536,4740,12431,1
"3511",84110,"2020-02-26","0",5774,1230,3353,-1
"3512",84110,"2020-02-27","0",347,1727,2237,-0.8
"3513",84110,"2020-02-28","0",698,133,221,-0.6
"3514",84110,"2020-02-29","1",2206,4254,5287,-0.4
"3515",84110,"2020-03-01","1",2149,3793,5403,-0.2
"3516",84110,"2020-03-02","0",12022,11260,4724,0
"3517",84110,"2020-03-03","0",2426,4970,6003,-1
"3518",84110,"2020-03-04","0",9584,9823,13897,-1
"3519",84110,"2020-03-05","0",932,5465,12606,-1
"3520",84110,"2020-03-06","0",3856,6575,6525,0
"3521",84110,"2020-03-07","1",22927,1317,485,-0.25
"3522",84110,"2020-03-08","1",15211,2759,4324,-0.5
"3523",84110,"2020-03-09","0",3273,7677,8891,-0.75
"3524",84110,"2020-03-10","0",NA,NA,NA,-1
"3525",84110,"2020-03-11","0",4900,4091,721,-1
"3526",84110,"2020-03-12","0",NA,NA,NA,-1
"3527",84110,"2020-03-13","0",561,1871,2311,-0.5
"3528",84110,"2020-03-14","1",230,4719,879,0
"3529",84110,"2020-03-15","1",1263,4044,103,-0.333333333333333
"3530",84110,"2020-03-16","0",3926,3968,107,-0.666666666666667
"3531",84110,"2020-03-17","0",NA,NA,0,-1
"3532",84110,"2020-03-18","0",NA,NA,NA,NA
"3533",84110,"2020-03-19","0",2185,5525,3700,NA
"3534",84110,"2020-03-20","0",1287,382,2240,NA
"3535",84110,"2020-03-21","1",820,2457,935,NA
"3536",84110,"2020-03-22","1",NA,NA,0,NA
"3537",84110,"2020-03-23","0",68,1410,45,NA
"3538",84110,"2020-03-24","0",NA,NA,NA,-1
"3539",84110,"2020-03-25","0",163,375,37,-1
"3540",84110,"2020-03-26","0",452,497,6,-1
"3541",84110,"2020-03-27","0",4726,25818,2641,NA
"3542",84110,"2020-03-28","1",2342,40000,112,NA
"3543",84110,"2020-03-29",NA,721,23,NA,NA
"3544",84110,"2020-03-30","0",NA,NA,128,NA
"3545",84110,"2020-03-31","0",16,805,1619,NA
"3546",84110,"2020-04-01","0",125,2824,446,NA
"3547",84110,"2020-04-02","0",NA,NA,635,-0.666666666666667
"3548",84110,"2020-04-03","0",188,1424,82,NA
"3549",84110,"2020-04-04","1",NA,NA,NA,NA
"3550",84110,"2020-04-05","1",2460,2752,142,NA
"3551",84110,"2020-04-06","0",NA,NA,1,NA
"3552",84110,"2020-04-07","0",NA,NA,8,NA
"3553",84110,"2020-04-08","0",NA,NA,83,NA
"3554",84110,"2020-04-09","0",919,285,15,0
"3555",84110,"2020-04-10","0",200,2319,900,NA
"3556",84110,"2020-04-11","1",4162,18843,825,NA
"3557",84110,"2020-04-13","0",667,2321,591,NA
"3558",84110,"2020-04-14","0",NA,NA,36,NA
"3559",84110,"2020-04-15","0",NA,NA,NA,NA
"3560",84110,"2020-04-16","0",NA,NA,3893,-1
"3561",84110,"2020-04-17","0",24926,3798,2054,-1
"3562",84110,"2020-04-18","1",NA,NA,29,-1
"3563",84110,"2020-04-19","1",2559,413,164,-1
"3564",84110,"2020-04-20","0",NA,NA,NA,-1
"3565",84110,"2020-04-21","0",NA,NA,34,-0.5
"3566",84110,"2020-04-22","0",NA,NA,NA,0
"3567",84110,"2020-04-23","0",NA,NA,NA,NA
"3568",84110,"2020-04-24","0",7353,1545,126,NA
"3569",84110,"2020-04-25","1",557,7288,543,NA
"3570",84110,"2020-04-26","1",NA,NA,36,NA
"3571",84137,"2020-02-01",NA,NA,NA,NA,NA
"3572",84137,"2020-02-02",NA,NA,NA,NA,NA
"3573",84137,"2020-02-03",NA,NA,NA,NA,NA
"3574",84137,"2020-02-04",NA,NA,NA,NA,NA
"3575",84137,"2020-02-05",NA,NA,NA,NA,NA
"3576",84137,"2020-02-06",NA,27,4,NA,NA
"3577",84137,"2020-02-07","0",2240,10329,2850,0
"3578",84137,"2020-02-08","1",NA,NA,172,-1
"3579",84137,"2020-02-09","1",7314,5045,10357,-1
"3580",84137,"2020-02-10","0",5327,380,18535,-1
"3581",84137,"2020-02-11","0",13813,4343,11952,-0.5
"3582",84137,"2020-02-12","0",NA,NA,NA,0
"3583",84137,"2020-02-13","0",2237,3992,11800,0
"3584",84137,"2020-02-14","0",3434,6273,12631,0
"3585",84137,"2020-02-15","1",2143,7002,901,0.5
"3586",84137,"2020-02-16","1",NA,NA,NA,1
"3587",84137,"2020-02-17","0",1489,910,1091,-1
"3588",84137,"2020-02-18","0",2612,8625,NA,-1
"3589",84137,"2020-02-19","0",1816,594,637,-1
"3590",84137,"2020-02-20","0",1601,2273,3556,0
"3591",84137,"2020-02-21","0",10791,17936,7367,-0.5
"3592",84137,"2020-02-22","1",2410,2997,2523,-1
"3593",84137,"2020-02-23","1",761,1763,1548,0
"3594",84137,"2020-02-24","0",2488,13201,2953,-0.2
"3595",84137,"2020-02-25","0",1005,6433,7398,-0.4
"3596",84137,"2020-02-26","0",14580,6803,12681,-0.6
"3597",84137,"2020-02-27","0",NA,NA,NA,-0.8
"3598",84137,"2020-02-28","0",4681,3960,3661,-1
"3599",84137,"2020-02-29","1",474,7002,650,0
"3600",84137,"2020-03-01","1",18267,4976,3284,0
"3601",84137,"2020-03-02","0",5406,4016,4473,0
"3602",84137,"2020-03-03","0",NA,NA,12893,0
"3603",84137,"2020-03-04","0",143,2683,6837,0
"3604",84137,"2020-03-05","0",529,2361,4016,0
"3605",84137,"2020-03-06","0",450,4157,4724,0
"3606",84137,"2020-03-07","1",5268,5986,1278,-0.166666666666667
"3607",84137,"2020-03-08","1",NA,NA,4673,-0.333333333333333
"3608",84137,"2020-03-09","0",NA,NA,131,-0.5
"3609",84137,"2020-03-10","0",189,389,2768,-0.666666666666667
"3610",84137,"2020-03-11","0",202,1224,4690,-0.111111111111111
"3611",84137,"2020-03-12","0",103,3917,2583,0.444444444444444
"3612",84137,"2020-03-13","0",1057,1340,3455,1
"3613",84137,"2020-03-14","1",NA,NA,NA,0.5
"3614",84137,"2020-03-15","1",4596,2347,4,0
"3615",84137,"2020-03-16","0",726,255,559,-0.5
"3616",84137,"2020-03-17","0",NA,NA,193,-1
"3617",84137,"2020-03-18","0",12998,3999,NA,-0.8
"3618",84137,"2020-03-19","0",NA,NA,217,-0.6
"3619",84137,"2020-03-20","0",NA,NA,NA,-0.4
"3620",84137,"2020-03-21","1",3643,3932,145,-0.2
"3621",84137,"2020-03-22","1",628,1616,25,0
"3622",84137,"2020-03-23","0",842,836,757,-0.2
"3623",84137,"2020-03-24","0",NA,NA,5122,-0.4
"3624",84137,"2020-03-25","0",4583,12881,1357,-0.6
"3625",84137,"2020-03-26","0",NA,NA,NA,-0.8
"3626",84137,"2020-03-27","0",15158,1901,6505,-1
"3627",84137,"2020-03-28","1",1701,15724,592,-0.5
"3628",84137,"2020-03-29","1",330,900,1942,-0.75
"3629",84137,"2020-03-30","0",1857,2578,4743,-1
"3630",84137,"2020-03-31","0",7437,1214,5587,1
"3631",84137,"2020-04-01","0",NA,NA,12,NA
"3632",84137,"2020-04-02",NA,NA,NA,NA,NA
"3633",84137,"2020-04-03",NA,NA,NA,NA,NA
"3634",84137,"2020-04-04",NA,NA,NA,NA,NA
"3635",84137,"2020-04-05",NA,NA,NA,NA,NA
"3636",84137,"2020-04-06",NA,NA,NA,NA,NA
"3637",84137,"2020-04-07",NA,NA,NA,NA,NA
"3638",84137,"2020-04-08",NA,NA,NA,NA,NA
"3639",84137,"2020-04-09",NA,NA,NA,NA,NA
"3640",84137,"2020-04-10",NA,NA,NA,NA,NA
"3641",84137,"2020-04-11",NA,NA,NA,NA,NA
"3642",84137,"2020-04-13",NA,NA,NA,NA,NA
"3643",84137,"2020-04-14",NA,NA,NA,NA,NA
"3644",84137,"2020-04-15",NA,NA,NA,NA,NA
"3645",84137,"2020-04-16",NA,NA,NA,NA,NA
"3646",84137,"2020-04-17",NA,NA,NA,NA,NA
"3647",84137,"2020-04-18",NA,NA,NA,NA,NA
"3648",84137,"2020-04-19",NA,NA,NA,NA,NA
"3649",84137,"2020-04-20",NA,NA,NA,NA,NA
"3650",84137,"2020-04-21",NA,NA,NA,NA,NA
"3651",84137,"2020-04-22",NA,NA,NA,NA,NA
"3652",84137,"2020-04-23",NA,NA,NA,NA,NA
"3653",84137,"2020-04-24",NA,NA,NA,NA,NA
"3654",84137,"2020-04-25",NA,NA,NA,NA,NA
"3655",84137,"2020-04-26",NA,NA,NA,NA,NA
"3656",84152,"2020-02-01",NA,NA,NA,NA,NA
"3657",84152,"2020-02-02",NA,NA,NA,NA,NA
"3658",84152,"2020-02-03",NA,NA,NA,NA,NA
"3659",84152,"2020-02-04",NA,NA,NA,NA,NA
"3660",84152,"2020-02-05",NA,NA,NA,NA,NA
"3661",84152,"2020-02-06","0",2905,4555,23,-1
"3662",84152,"2020-02-07","0",3185,2186,NA,-0.75
"3663",84152,"2020-02-08","1",NA,NA,12344,-0.5
"3664",84152,"2020-02-09","1",NA,NA,12344,-0.25
"3665",84152,"2020-02-10","0",10929,19790,2038,0
"3666",84152,"2020-02-11","0",NA,NA,NA,-1
"3667",84152,"2020-02-12","0",655,762,5460,1
"3668",84152,"2020-02-13","0",10929,35968,1371,0.25
"3669",84152,"2020-02-14","0",NA,NA,12915,-0.5
"3670",84152,"2020-02-15","1",1826,1654,5112,-1
"3671",84152,"2020-02-16","1",3063,5104,9436,-1
"3672",84152,"2020-02-17","0",66,2876,4659,-0.5
"3673",84152,"2020-02-18","0",1606,1542,6717,0
"3674",84152,"2020-02-19","0",339,8421,5165,-1
"3675",84152,"2020-02-20","0",357,1262,4136,0
"3676",84152,"2020-02-21","0",NA,NA,NA,1
"3677",84152,"2020-02-22","1",5558,5275,1619,0.333333333333333
"3678",84152,"2020-02-23","1",2223,1830,1146,1
"3679",84152,"2020-02-24","0",3206,5782,8062,-1
"3680",84152,"2020-02-25","0",310,1340,3726,0
"3681",84152,"2020-02-26","0",2170,4214,7251,-0.5
"3682",84152,"2020-02-27","0",1821,831,1857,-1
"3683",84152,"2020-02-28","0",3066,3557,13754,0
"3684",84152,"2020-02-29","1",6697,4163,609,0.5
"3685",84152,"2020-03-01","1",4080,4800,6186,1
"3686",84152,"2020-03-02","0",1367,3588,10414,1
"3687",84152,"2020-03-03","0",2973,5616,17324,1
"3688",84152,"2020-03-04","0",2055,2845,13106,1
"3689",84152,"2020-03-05","0",5081,1183,1261,-1
"3690",84152,"2020-03-06","0",2015,34680,3696,0
"3691",84152,"2020-03-07","1",238,1538,992,1
"3692",84152,"2020-03-08","1",NA,NA,2864,0.5
"3693",84152,"2020-03-09","0",6816,1039,1524,0
"3694",84152,"2020-03-10","0",1218,825,4491,0
"3695",84152,"2020-03-11","0",948,1034,8042,-0.5
"3696",84152,"2020-03-12","0",1301,2393,12908,-1
"3697",84152,"2020-03-13","0",2036,2099,1762,1
"3698",84152,"2020-03-14","1",4332,3076,4655,NA
"3699",84152,"2020-03-15","1",38372,870,396,NA
"3700",84152,"2020-03-16","0",3818,19166,547,NA
"3701",84152,"2020-03-17","0",5070,2450,325,NA
"3702",84152,"2020-03-18","0",2,4219,1588,NA
"3703",84152,"2020-03-19","0",1318,3155,204,NA
"3704",84152,"2020-03-20","0",1617,3929,1471,NA
"3705",84152,"2020-03-21","1",NA,NA,124,NA
"3706",84152,"2020-03-22","1",246,4714,9564,NA
"3707",84152,"2020-03-23","0",NA,NA,90,-1
"3708",84152,"2020-03-24","0",6430,2964,90,-0.333333333333333
"3709",84152,"2020-03-25","0",642,40000,113,0.333333333333333
"3710",84152,"2020-03-26","0",2121,7684,1572,1
"3711",84152,"2020-03-27","0",10380,1379,1244,-1
"3712",84152,"2020-03-28","1",NA,NA,NA,-1
"3713",84152,"2020-03-29","1",NA,NA,184,-1
"3714",84152,"2020-03-30","0",1168,1901,8022,-1
"3715",84152,"2020-03-31","0",NA,NA,1059,-1
"3716",84152,"2020-04-01","0",2299,10922,476,-1
"3717",84152,"2020-04-02","0",NA,NA,NA,-1
"3718",84152,"2020-04-03","0",28,864,2297,NA
"3719",84152,"2020-04-04","1",NA,NA,NA,NA
"3720",84152,"2020-04-05","1",240,805,1616,NA
"3721",84152,"2020-04-06","0",NA,NA,201,NA
"3722",84152,"2020-04-07","0",125,506,371,NA
"3723",84152,"2020-04-08","0",NA,NA,36,-1
"3724",84152,"2020-04-09","0",NA,NA,0,0
"3725",84152,"2020-04-10","0",36118,3882,0,0
"3726",84152,"2020-04-11",NA,NA,NA,NA,0
"3727",84152,"2020-04-13","0",NA,NA,245,0
"3728",84152,"2020-04-14","0",2532,12600,5956,0
"3729",84152,"2020-04-15","0",15816,17031,121,-0.5
"3730",84152,"2020-04-16","0",NA,NA,NA,-1
"3731",84152,"2020-04-17","0",NA,NA,NA,-1
"3732",84152,"2020-04-18","1",NA,NA,27,-1
"3733",84152,"2020-04-19","1",814,3908,1189,-1
"3734",84152,"2020-04-20","0",4308,2794,4017,-1
"3735",84152,"2020-04-21","0",NA,NA,NA,1
"3736",84152,"2020-04-22","0",381,726,176,0
"3737",84152,"2020-04-23","0",981,5194,902,-1
"3738",84152,"2020-04-24","0",0,40000,93,NA
"3739",84152,"2020-04-25","1",1343,4274,1127,NA
"3740",84152,"2020-04-26","1",NA,NA,36,NA
"3741",84789,"2020-02-01",NA,NA,NA,NA,NA
"3742",84789,"2020-02-02",NA,NA,NA,NA,NA
"3743",84789,"2020-02-03",NA,NA,NA,NA,NA
"3744",84789,"2020-02-04",NA,NA,NA,NA,NA
"3745",84789,"2020-02-05",NA,NA,NA,NA,NA
"3746",84789,"2020-02-06",NA,NA,NA,NA,NA
"3747",84789,"2020-02-07",NA,NA,NA,NA,NA
"3748",84789,"2020-02-08",NA,NA,NA,NA,NA
"3749",84789,"2020-02-09",NA,NA,NA,NA,NA
"3750",84789,"2020-02-10",NA,NA,NA,NA,NA
"3751",84789,"2020-02-11",NA,NA,NA,NA,NA
"3752",84789,"2020-02-12",NA,NA,NA,NA,NA
"3753",84789,"2020-02-13",NA,NA,NA,NA,NA
"3754",84789,"2020-02-14",NA,NA,NA,NA,NA
"3755",84789,"2020-02-15",NA,NA,NA,NA,NA
"3756",84789,"2020-02-16",NA,NA,NA,NA,NA
"3757",84789,"2020-02-17",NA,NA,NA,NA,NA
"3758",84789,"2020-02-18","0",442,3773,5579,NA
"3759",84789,"2020-02-19","0",2842,2479,4944,-1
"3760",84789,"2020-02-20","0",805,1425,2318,-1
"3761",84789,"2020-02-21","0",1231,8463,10985,1
"3762",84789,"2020-02-22","1",4765,2525,6538,-1
"3763",84789,"2020-02-23","1",9047,728,1111,1
"3764",84789,"2020-02-24","0",2877,1976,2587,-1
"3765",84789,"2020-02-25","0",3745,2183,1623,0
"3766",84789,"2020-02-26","0",1614,4577,4950,-1
"3767",84789,"2020-02-27","0",1969,594,576,-1
"3768",84789,"2020-02-28","0",3951,628,1760,-1
"3769",84789,"2020-02-29","1",1013,971,6512,1
"3770",84789,"2020-03-01","1",815,15380,5271,0
"3771",84789,"2020-03-02","0",1832,1801,0,-1
"3772",84789,"2020-03-03","0",NA,NA,NA,-1
"3773",84789,"2020-03-04","0",NA,NA,2953,0
"3774",84789,"2020-03-05","0",2598,4904,4620,1
"3775",84789,"2020-03-06","0",2077,1717,6197,-1
"3776",84789,"2020-03-07","1",17101,1996,2613,-1
"3777",84789,"2020-03-08","1",NA,NA,5270,-1
"3778",84789,"2020-03-09","0",NA,NA,NA,-1
"3779",84789,"2020-03-10","0",221,1897,9339,-1
"3780",84789,"2020-03-11","0",106,2354,2436,-1
"3781",84789,"2020-03-12","0",17633,2394,15328,-1
"3782",84789,"2020-03-13","0",NA,NA,NA,-1
"3783",84789,"2020-03-14","1",128,484,575,-0.333333333333333
"3784",84789,"2020-03-15","1",896,4724,1938,0.333333333333333
"3785",84789,"2020-03-16","0",2298,2029,3822,1
"3786",84789,"2020-03-17","0",NA,NA,NA,NA
"3787",84789,"2020-03-18","0",NA,NA,4293,NA
"3788",84789,"2020-03-19","0",314,4844,4039,NA
"3789",84789,"2020-03-20","0",3198,7865,1357,NA
"3790",84789,"2020-03-21","1",2848,1237,1189,NA
"3791",84789,"2020-03-22","1",2548,1665,310,NA
"3792",84789,"2020-03-23","0",14403,2788,1497,NA
"3793",84789,"2020-03-24","0",NA,NA,NA,NA
"3794",84789,"2020-03-25","0",152,4814,2933,NA
"3795",84789,"2020-03-26","0",1445,1127,35,NA
"3796",84789,"2020-03-27","0",2710,3625,1956,NA
"3797",84789,"2020-03-28","1",3643,4166,77,NA
"3798",84789,"2020-03-29","1",3649,3818,3664,NA
"3799",84789,"2020-03-30","0",3253,16850,1720,-1
"3800",84789,"2020-03-31","0",3473,1266,0,1
"3801",84789,"2020-04-01","0",NA,NA,35,-1
"3802",84789,"2020-04-02","0",1,180,482,NA
"3803",84789,"2020-04-03","0",NA,NA,71,NA
"3804",84789,"2020-04-04","1",0,382,2242,NA
"3805",84789,"2020-04-05","1",638,4771,798,NA
"3806",84789,"2020-04-06","0",2928,3983,4485,NA
"3807",84789,"2020-04-07","0",NA,NA,NA,-1
"3808",84789,"2020-04-08","0",NA,NA,216,-1
"3809",84789,"2020-04-09","0",2462,9234,225,-1
"3810",84789,"2020-04-10","0",NA,NA,1,-1
"3811",84789,"2020-04-11","1",704,1905,493,-1
"3812",84789,"2020-04-13","0",5912,3894,1298,NA
"3813",84789,"2020-04-14","0",7768,959,172,NA
"3814",84789,"2020-04-15","0",0,382,2259,NA
"3815",84789,"2020-04-16","0",NA,NA,570,NA
"3816",84789,"2020-04-17","0",880,1368,756,NA
"3817",84789,"2020-04-18","1",2143,7970,906,NA
"3818",84789,"2020-04-19","1",5,694,110,NA
"3819",84789,"2020-04-20","0",NA,NA,NA,NA
"3820",84789,"2020-04-21","0",NA,NA,82,NA
"3821",84789,"2020-04-22","0",2626,2839,186,NA
"3822",84789,"2020-04-23","0",722,3310,3401,-1
"3823",84789,"2020-04-24","0",552,525,446,NA
"3824",84789,"2020-04-25","1",NA,NA,36,NA
"3825",84789,"2020-04-26","1",2257,14453,4109,NA
"3826",84924,"2020-02-01",NA,NA,NA,NA,NA
"3827",84924,"2020-02-02",NA,NA,NA,NA,NA
"3828",84924,"2020-02-03",NA,NA,NA,NA,NA
"3829",84924,"2020-02-04",NA,NA,NA,NA,NA
"3830",84924,"2020-02-05",NA,NA,NA,NA,NA
"3831",84924,"2020-02-06",NA,NA,NA,NA,NA
"3832",84924,"2020-02-07",NA,256,3843,NA,NA
"3833",84924,"2020-02-08",NA,NA,NA,NA,NA
"3834",84924,"2020-02-09",NA,NA,NA,NA,NA
"3835",84924,"2020-02-10",NA,NA,NA,NA,NA
"3836",84924,"2020-02-11",NA,NA,NA,NA,NA
"3837",84924,"2020-02-12",NA,NA,NA,NA,NA
"3838",84924,"2020-02-13",NA,NA,NA,NA,NA
"3839",84924,"2020-02-14",NA,NA,NA,NA,NA
"3840",84924,"2020-02-15",NA,NA,NA,NA,NA
"3841",84924,"2020-02-16",NA,NA,NA,NA,NA
"3842",84924,"2020-02-17",NA,NA,NA,NA,NA
"3843",84924,"2020-02-18",NA,NA,NA,NA,NA
"3844",84924,"2020-02-19","0",4342,946,7201,0
"3845",84924,"2020-02-20","0",2196,3660,6528,-1
"3846",84924,"2020-02-21","0",12525,2086,3738,-1
"3847",84924,"2020-02-22","1",372,3397,0,-1
"3848",84924,"2020-02-23","1",3260,5477,1045,-1
"3849",84924,"2020-02-24","0",9743,17326,2701,-1
"3850",84924,"2020-02-25","0",1389,4404,3093,-1
"3851",84924,"2020-02-26","0",6316,779,1990,1
"3852",84924,"2020-02-27","0",NA,NA,NA,0
"3853",84924,"2020-02-28","0",NA,NA,NA,-1
"3854",84924,"2020-02-29","1",NA,NA,NA,-1
"3855",84924,"2020-03-01","1",1885,532,6053,-1
"3856",84924,"2020-03-02","0",2257,15225,10691,-0.5
"3857",84924,"2020-03-03","0",NA,NA,NA,-0.6
"3858",84924,"2020-03-04","0",33,624,2027,-0.7
"3859",84924,"2020-03-05","0",8153,9839,3073,-0.8
"3860",84924,"2020-03-06","0",NA,NA,NA,-0.9
"3861",84924,"2020-03-07","1",9930,1180,6053,-1
"3862",84924,"2020-03-08","1",NA,NA,1111,1
"3863",84924,"2020-03-09","0",1389,4577,4918,-1
"3864",84924,"2020-03-10","0",7302,3278,9647,-1
"3865",84924,"2020-03-11","0",3601,7098,927,0.5
"3866",84924,"2020-03-12","0",1053,2414,299,0
"3867",84924,"2020-03-13","0",NA,NA,11800,NA
"3868",84924,"2020-03-14","1",555,4563,1270,NA
"3869",84924,"2020-03-15","1",1628,3258,487,NA
"3870",84924,"2020-03-16","0",270,3310,3518,NA
"3871",84924,"2020-03-17","0",1773,19166,525,NA
"3872",84924,"2020-03-18","0",269,2697,381,0
"3873",84924,"2020-03-19","0",NA,NA,536,NA
"3874",84924,"2020-03-20","0",1230,2222,5563,NA
"3875",84924,"2020-03-21","1",10137,17068,149,NA
"3876",84924,"2020-03-22","1",704,4166,77,NA
"3877",84924,"2020-03-23","0",NA,NA,439,NA
"3878",84924,"2020-03-24","0",750,2244,349,NA
"3879",84924,"2020-03-25","0",NA,NA,13,-1
